dunombro	d u n o m b r o
duo	d u o
duobla	d u o b l a
duoblingo	d u o b l i n ɡ o
duobliĝi	d u o b l i d͡ʒ i
duoncentjaro	d u o n t͡s e n t j a r o
duonebria	d u o n e b r i a
duonfilino	d u o n f i l i n o
duonfilo	d u o n f i l o
duonfrato	d u o n f r a t o
duoninsulo	d u o n i n s u l o
duonkonduktaĵo	d u o n k o n d u k t a ʒ o
duono	d u o n o
duonombro	d u o n o m b r o
duonpatrino	d u o n p a t r i n o
duonsfero	d u o n s f e r o
duonvokalo	d u o n v o k a l o
duopa	d u o p a
dupiramido	d u p i r a m i d o
dupunkto	d u p u n k t o
durada	d u r a d a
durio	d u r i o
duto	d u t o
duŝi	d u ʃ i
duŝilo	d u ʃ i l o
duŝo	d u ʃ o
ebenaĵo	e b e n a ʒ o
ebenigi	e b e n i ɡ i
ebi	e b i
ebla	e b l a
eble	e b l e
ebli	e b l i
ebligi	e b l i ɡ i
ebrieco	e b r i e t͡s o
ebriiĝo	e b r i i d͡ʒ o
ebriulo	e b r i u l o
ebura	e b u r a
eburo	e b u r o
eco	e t͡s o
eduardo	e d u a r d o
eduki	e d u k i
edukiĝi	e d u k i d͡ʒ i
eduko	e d u k o
edzeco	e d z e t͡s o
edzigi	e d z i ɡ i
edziniĝi	e d z i n i d͡ʒ i
edzino	e d z i n o
edziĉo	e d z i t͡ʃ o
edziĝi	e d z i d͡ʒ i
edziĝo	e d z i d͡ʒ o
edzo	e d z o
efebo	e f e b o
efektiva	e f e k t i v a
efektivigi	e f e k t i v i ɡ i
efektiviĝi	e f e k t i v i d͡ʒ i
eferveski	e f e r v e s k i
efika	e f i k a
efiki	e f i k i
efiko	e f i k o
ega	e ɡ a
egala	e ɡ a l a
egalanimeco	e ɡ a l a n i m e t͡s o
egaleco	e ɡ a l e t͡s o
egali	e ɡ a l i
ege	e ɡ e
egigi	e ɡ i ɡ i
egiptia	e ɡ i p t i a
egipto	e ɡ i p t o
egiptujo	e ɡ i p t u j o
eglanterio	e ɡ l a n t e r i o
egoo	e ɡ o o
ejakulo	e j a k u l o
ejfelturo	e j f e l t u r o
ejnŝtejnio	e j n ʃ t e j n i o
ejo	e j o
ek	e k
ekamegi	e k a m e ɡ i
ekami	e k a m i
ekapero	e k a p e r o
ekaŭdi	e k a w d i
ekboli	e k b o l i
ekbrili	e k b r i l i
ekbrilo	e k b r i l o
ekbrulantaj	e k b r u l a n t a j
ekbrulantajn	e k b r u l a n t a j n
ekbrulantojn	e k b r u l a n t o j n
ekbruli	e k b r u l i
ekbruligantajn	e k b r u l i ɡ a n t a j n
ekbruligantoj	e k b r u l i ɡ a n t o j
ekbruligantojn	e k b r u l i ɡ a n t o j n
ekbruligatajn	e k b r u l i ɡ a t a j n
ekbruligatoj	e k b r u l i ɡ a t o j
ekbruligintaj	e k b r u l i ɡ i n t a j
ekbruligintajn	e k b r u l i ɡ i n t a j n
ekbruligintoj	e k b r u l i ɡ i n t o j
ekbruligintojn	e k b r u l i ɡ i n t o j n
ekbruligitaj	e k b r u l i ɡ i t a j
ekbruligitajn	e k b r u l i ɡ i t a j n
ekbruligitoj	e k b r u l i ɡ i t o j
ekbruligitojn	e k b r u l i ɡ i t o j n
ekbruligontaj	e k b r u l i ɡ o n t a j
ekbruligontajn	e k b r u l i ɡ o n t a j n
ekbruligontoj	e k b r u l i ɡ o n t o j
ekbruligontojn	e k b r u l i ɡ o n t o j n
ekbruligotaj	e k b r u l i ɡ o t a j
ekbruligotajn	e k b r u l i ɡ o t a j n
ekbruligotoj	e k b r u l i ɡ o t o j
ekbrulintaj	e k b r u l i n t a j
ekbrulintajn	e k b r u l i n t a j n
ekbrulintoj	e k b r u l i n t o j
ekbrulintojn	e k b r u l i n t o j n
ekbrulontaj	e k b r u l o n t a j
ekbrulontajn	e k b r u l o n t a j n
ekbrulontoj	e k b r u l o n t o j
ekbrulontojn	e k b r u l o n t o j n
ekde	e k d e
ekesti	e k e s t i
ekestigi	e k e s t i ɡ i
ekfali	e k f a l i
ekflama	e k f l a m a
ekflamantaj	e k f l a m a n t a j
ekflamantajn	e k f l a m a n t a j n
ekflamantoj	e k f l a m a n t o j
ekflamantojn	e k f l a m a n t o j n
ekflami	e k f l a m i
ekflamintaj	e k f l a m i n t a j
ekflamintajn	e k f l a m i n t a j n
ekflamintoj	e k f l a m i n t o j
ekflamintojn	e k f l a m i n t o j n
ekflamontaj	e k f l a m o n t a j
ekflamontajn	e k f l a m o n t a j n
ekflamontoj	e k f l a m o n t o j
ekflugi	e k f l u ɡ i
ekgrimpi	e k ɡ r i m p i
ekhavi	e k h a v i
ekinteresiĝi	e k i n t e r e s i d͡ʒ i
ekipi	e k i p i
ekipo	e k i p o
ekiri	e k i r i
ekkanti	e k k a n t i
ekkapti	e k k a p t i
ekkompreni	e k k o m p r e n i
ekkreski	e k k r e s k i
ekkrii	e k k r i i
ekkuri	e k k u r i
eklabori	e k l a b o r i
eklerni	e k l e r n i
eklezia	e k l e z i a
eklezio	e k l e z i o
eklipsi	e k l i p s i
eklipso	e k l i p s o
ekliptiko	e k l i p t i k o
eklogo	e k l o ɡ o
ekloĝi	e k l o d͡ʒ i
eklumigi	e k l u m i ɡ i
ekologio	e k o l o ɡ i o
ekologo	e k o l o ɡ o
ekonomia	e k o n o m i a
ekonomie	e k o n o m i e
ekonomiko	e k o n o m i k o
ekonomo	e k o n o m o
ekoregiono	e k o r e ɡ i o n o
ekparoli	e k p a r o l i
ekpensi	e k p e n s i
ekplori	e k p l o r i
ekpreni	e k p r e n i
ekrano	e k r a n o
ekregi	e k r e ɡ i
ekridi	e k r i d i
ekrigardi	e k r i ɡ a r d i
eksabito	e k s a b i t o
eksabitoko	e k s a b i t o k o
eksalti	e k s a l t i
ekscii	e k s t͡s i i
ekscitiĝi	e k s t͡s i t i d͡ʒ i
eksedziĝo	e k s e d z i d͡ʒ o
eksenti	e k s e n t i
eksidi	e k s i d i
eksigi	e k s i ɡ i
eksilenti	e k s i l e n t i
eksiĝi	e k s i d͡ʒ i
eksiĝontaj	e k s i d͡ʒ o n t a j
ekskluziva	e k s k l u z i v a
ekskluzive	e k s k l u z i v e
ekskomuniki	e k s k o m u n i k i
ekskremento	e k s k r e m e n t o
eksoni	e k s o n i
ekspansio	e k s p a n s i o
ekspediciano	e k s p e d i t͡s i a n o
ekspedicio	e k s p e d i t͡s i o
eksperimentado	e k s p e r i m e n t a d o
ekspliki	e k s p l i k i
eksplodigantaj	e k s p l o d i ɡ a n t a j
eksplodigantajn	e k s p l o d i ɡ a n t a j n
eksplodigantoj	e k s p l o d i ɡ a n t o j
eksplodigantojn	e k s p l o d i ɡ a n t o j n
eksplodigataj	e k s p l o d i ɡ a t a j
eksplodigatajn	e k s p l o d i ɡ a t a j n
eksplodigatoj	e k s p l o d i ɡ a t o j
eksplodigi	e k s p l o d i ɡ i
eksplodigintaj	e k s p l o d i ɡ i n t a j
eksplodigintajn	e k s p l o d i ɡ i n t a j n
eksplodigintoj	e k s p l o d i ɡ i n t o j
eksplodigitaj	e k s p l o d i ɡ i t a j
eksplodigitajn	e k s p l o d i ɡ i t a j n
eksplodigontaj	e k s p l o d i ɡ o n t a j
eksplodigontajn	e k s p l o d i ɡ o n t a j n
eksplodigontoj	e k s p l o d i ɡ o n t o j
eksplodigontojn	e k s p l o d i ɡ o n t o j n
eksplodigotaj	e k s p l o d i ɡ o t a j
eksplodigotajn	e k s p l o d i ɡ o t a j n
eksplodigotojn	e k s p l o d i ɡ o t o j n
eksplodilo	e k s p l o d i l o
ekspono	e k s p o n o
ekspoziciejo	e k s p o z i t͡s i e j o
ekspozicii	e k s p o z i t͡s i i
ekspozicio	e k s p o z i t͡s i o
eksreĝiĝi	e k s r e d͡ʒ i d͡ʒ i
ekstari	e k s t a r i
eksteraĵo	e k s t e r a ʒ o
eksteraĵon	e k s t e r a ʒ o n
eksterlandano	e k s t e r l a n d a n o
eksterlando	e k s t e r l a n d o
eksterleĝulo	e k s t e r l e d͡ʒ u l o
eksterulo	e k s t e r u l o
ekstraktado	e k s t r a k t a d o
ekstrakti	e k s t r a k t i
ekstrakto	e k s t r a k t o
ekstre	e k s t r e
ekstrema	e k s t r e m a
ekstremaduro	e k s t r e m a d u r o
ektimema	e k t i m e m a
ektomio	e k t o m i o
ektremi	e k t r e m i
ekvacio	e k v a t͡s i o
ekvadoro	e k v a d o r o
ekvatora	e k v a t o r a
ekvatoro	e k v a t o r o
ekvilibro	e k v i l i b r o
ekvinokso	e k v i n o k s o
ekzamenado	e k z a m e n a d o
ekzameni	e k z a m e n i
ekzameno	e k z a m e n o
ekzekutantoj	e k z e k u t a n t o j
ekzekutantojn	e k z e k u t a n t o j n
ekzekutataj	e k z e k u t a t a j
ekzekutatoj	e k z e k u t a t o j
ekzekutatojn	e k z e k u t a t o j n
ekzekutejo	e k z e k u t e j o
ekzekutintaj	e k z e k u t i n t a j
ekzekutintajn	e k z e k u t i n t a j n
ekzekutintoj	e k z e k u t i n t o j
ekzekutintojn	e k z e k u t i n t o j n
ekzekutisto	e ɡ z e k u t i s t o
ekzekutitaj	e k z e k u t i t a j
ekzekutitajn	e k z e k u t i t a j n
ekzekutontajn	e k z e k u t o n t a j n
ekzekutontoj	e k z e k u t o n t o j
ekzekutontojn	e k z e k u t o n t o j n
ekzekutotaj	e k z e k u t o t a j
ekzekutotajn	e k z e k u t o t a j n
ekzekutotoj	e k z e k u t o t o j
ekzekutotojn	e k z e k u t o t o j n
ekzemo	e k z e m o
ekzercado	e k z e r t͡s a d o
ekzistado	e k z i s t a d o
ekzisti	e k z i s t i
ekzocitozo	e k z o t͡s i t o z o
elakompani	e l a k o m p a n i
elangligi	e l a n ɡ l i ɡ i
elasta	e l a s t a
elaĉeti	e l a t͡ʃ e t i
eldevigi	e l d e v i ɡ i
eldonaĵo	e l d o n a ʒ o
eldonejo	e l d o n e j o
eldoni	e l d o n i
eldono	e l d o n o
elefanta	e l e f a n t a
elefantino	e l e f a n t i n o
eleganteco	e l e ɡ a n t e t͡s o
elegio	e l e ɡ i o
elektado	e l e k t a d o
elekti	e l e k t i
elektrejo	e l e k t r e j o
elektrigado	e l e k t r i ɡ a d o
elektrigebla	e l e k t r i ɡ e b l a
elektrigi	e l e k t r i ɡ i
elektrokemio	e l e k t r o k e m i o
elektromagneta	e l e k t r o m a ɡ n e t a
elektrono	e l e k t r o n o
elektroĥemio	e l e k t r o x e m i o
elemento	e l e m e n t o
elfa	e l f a
elfaro	e l f a r o
elfe	e l f e
elflati	e l f l a t i
eligi	e l i ɡ i
eliksiro	e l i k s i r o
elipsoido	e l i p s o i d o
elirejo	e l i r e j o
eliri	e l i r i
eliro	e l i r o
elizio	e l i z i o
elkavatoro	e l k a v a t o r o
ellerni	e l l e r n i
ellitiĝi	e l l i t i d͡ʒ i
elmeti	e l m e t i
elokventi	e l o k v e n t i
elreviĝi	e l r e v i d͡ʒ i
elreviĝo	e l r e v i d͡ʒ o
elstara	e l s t a r a
elteni	e l t e n i
eltiraĵo	e l t i r a ʒ o
eltiri	e l t i r i
elveni	e l v e n i
elĉenigi	e l t͡ʃ e n i ɡ i
elĉifrigilo	e l t͡ʃ i f r i ɡ i l o
elĵeti	e l ʒ e t i
elŝipiĝi	e l ʃ i p i d͡ʒ i
elŝiri	e l ʃ i r i
elŝuti	e l ʃ u t i
embrio	e m b r i o
emfazi	e m f a z i
emi	e m i
emilio	e m i l i o
eminjo	e m i n j o
emirlando	e m i r l a n d o
emiro	e m i r o
emocia	e m o t͡s i a
emoĝio	e m o d͡ʒ i o
empiria	e m p i r i a
en	e n
enamiĝi	e n a m i d͡ʒ i
enamiĝo	e n a m i d͡ʒ o
enantiomero	e n a n t i o m e r o
enbusiĝi	e n b u s i d͡ʒ i
encerbigi	e n t͡s e r b i ɡ i
enciklopedia	e n t͡s i k l o p e d i a
enciklopedio	e n t͡s i k l o p e d i o
endivio	e n d i v i o
endormiĝantaj	e n d o r m i d͡ʒ a n t a j
endormiĝantajn	e n d o r m i d͡ʒ a n t a j n
endormiĝantoj	e n d o r m i d͡ʒ a n t o j
endormiĝantojn	e n d o r m i d͡ʒ a n t o j n
endormiĝi	e n d o r m i d͡ʒ i
endormiĝintaj	e n d o r m i d͡ʒ i n t a j
endormiĝintajn	e n d o r m i d͡ʒ i n t a j n
endormiĝintoj	e n d o r m i d͡ʒ i n t o j
endormiĝintojn	e n d o r m i d͡ʒ i n t o j n
endormiĝontaj	e n d o r m i d͡ʒ o n t a j
endormiĝontajn	e n d o r m i d͡ʒ o n t a j n
endormiĝontoj	e n d o r m i d͡ʒ o n t o j
endormiĝontojn	e n d o r m i d͡ʒ o n t o j n
energia	e n e r ɡ i a
energie	e n e r ɡ i e
energinivelo	e n e r ɡ i n i v e l o
energio	e n e r ɡ i o
enfluejo	e n f l u e j o
enhavi	e n h a v i
enigmo	e n i ɡ m o
enirhalo	e n i r h a l o
eniri	e n i r i
eniro	e n i r o
eniĝi	e n i d͡ʒ i
enkampulo	e n k a m p u l o
enkarniĝi	e n k a r n i d͡ʒ i
enkonduko	e n k o n d u k o
enkorpigi	e n k o r p i ɡ i
enladigi	e n l a d i ɡ i
enlitiĝi	e n l i t i d͡ʒ i
enloĝiĝi	e n l o d͡ʒ i d͡ʒ i
enmanigi	e n m a n i ɡ i
enmeti	e n m e t i
eno	e n o
enoficigi	e n o f i t͡s i ɡ i
enormaj	e n o r m a j
enormajn	e n o r m a j n
enposteniĝo	e n p o s t e n i d͡ʒ o
enretigi	e n r e t i ɡ i
ensorĉiga	e n s o r t͡ʃ i ɡ a
enterigejo	e n t e r i ɡ e j o
enterigi	e n t e r i ɡ i
ento	e n t o
entombigi	e n t o m b i ɡ i
entomologio	e n t o m o l o ɡ i o
entrepreno	e n t r e p r e n o
entropio	e n t r o p i o
entute	e n t u t e
entuziasmigi	e n t u z i a s m i ɡ i
enuiga	e n u i ɡ a
enuigi	e n u i ɡ i
enuiĝi	e n u i d͡ʒ i
enveni	e n v e n i
enverguro	e n v e r ɡ u r o
envolvi	e n v o l v i
enŝlosi	e n ʃ l o s i
epidemio	e p i d e m i o
epidermo	e p i d e r m o
epifanio	e p i f a n i o
epigramo	e p i ɡ r a m o
epilepsio	e p i l e p s i o
epilepsiulo	e p i l e p s i u l o
episkopino	e p i s k o p i n o
episkopo	e p i s k o p o
epistemologio	e p i s t e m o l o ɡ i o
epiteto	e p i t e t o
epoko	e p o k o
epooforo	e p o o f o r o
epopeo	e p o p e o
epoĥo	e p o x o
epsilono	e p s i l o n o
era	e r a
erao	e r a o
erari	e r a r i
eraro	e r a r o
erbio	e r b i o
erco	e r t͡s o
erebo	e r e b o
erektiĝo	e r e k t i d͡ʒ o
erevano	e r e v a n o
erevono	e r e v o n o
eriko	e r i k o
eriso	e r i s o
eritreano	e r i t r e a n o
eritreo	e r i t r e o
erizipelo	e r i z i p e l o
ermitejo	e r m i t e j o
ermito	e r m i t o
erotika	e r o t i k a
erotomaniulo	e r o t o m a n i u l o
erpi	e r p i
erupcio	e r u p t͡s i o
esceto	e s t͡s e t o
esenco	e s e n t͡s o
eskadro	e s k a d r o
eskadrono	e s k a d r o n o
eskalo	e s k a l o
eskalopo	e s k a l o p o
eskimo	e s k i m o
esperantido	e s p e r a n t i d o
esperantio	e s p e r a n t i o
esperantistaro	e s p e r a n t i s t a r o
esperantistiĉo	e s p e r a n t i s t i t͡ʃ o
esperantistiĝi	e s p e r a n t i s t i d͡ʒ i
esperantisto	e s p e r a n t i s t o
esperantiĝi	e s p e r a n t i d͡ʒ i
esperanto	e s p e r a n t o
esperantologio	e s p e r a n t o l o ɡ i o
esperantujo	e s p e r a n t u j o
esperantumi	e s p e r a n t u m i
esperebla	e s p e r e b l a
esperi	e s p e r i
espero	e s p e r o
esplorado	e s p l o r a d o
esplorinda	e s p l o r i n d a
esploro	e s p l o r o
esprimo	e s p r i m o
establi	e s t a b l i
establiĝo	e s t a b l i d͡ʒ o
establo	e s t a b l o
estadi	e s t a d i
estanteco	e s t a n t e t͡s o
estaĵo	e s t a ʒ o
esti	e s t i
estingilo	e s t i n ɡ i l o
estingiĝi	e s t i n ɡ i d͡ʒ i
estinteco	e s t i n t e t͡s o
estiĝi	e s t i d͡ʒ i
estiĝo	e s t i d͡ʒ o
estonio	e s t o n i o
estonteco	e s t o n t e t͡s o
estonujo	e s t o n u j o
estulo	e s t u l o
etano	e t a n o
etanolo	e t a n o l o
etaĝo	e t a d͡ʒ o
eteco	e t e t͡s o
eteno	e t e n o
eterna	e t e r n a
eterneco	e t e r n e t͡s o
eterno	e t e r n o
eternulo	e t e r n u l o
eteromanio	e t e r o m a n i o
eteromaniulo	e t e r o m a n i u l o
etika	e t i k a
etiko	e t i k o
etimologia	e t i m o l o ɡ i a
etimologio	e t i m o l o ɡ i o
etiola	e t i o l a
etiologio	e t i o l o ɡ i o
etiopio	e t i o p i o
etiopo	e t i o p o
etiopujo	e t i o p u j o
etkosta	e t k o s t a
etnografio	e t n o ɡ r a f i o
etnologio	e t n o l o ɡ i o
etoso	e t o s o
evakui	e v a k u i
evangeliado	e v a n ɡ e l i a d o
evangeligado	e v a n ɡ e l i ɡ a d o
evangelio	e v a n ɡ e l i o
evangeliojn	e v a n ɡ e l i o j n
evangelion	e v a n ɡ e l i o n
evidenteco	e v i d e n t e t͡s o
evidentiĝi	e v i d e n t i d͡ʒ i
evitebla	e v i t e b l a
evitenda	e v i t e n d a
evitinda	e v i t i n d a
evolui	e v o l u i
ezofago	e z o f a ɡ o
ezoko	e z o k o
ezra	e z r a
eĉ	e t͡ʃ
eĥa	e x a
eĥi	e x i
eĥino	e x i n o
eĥoĉambro	e x o t͡ʃ a m b r o
eĥoŝanĝo	e x o ʃ a n d͡ʒ o
eŭforio	e w f o r i o
eŭkalipto	e w k a l i p t o
eŭkaristio	e w k a r i s t i o
eŭnuko	e w n u k o
eŭrazio	e w r a z i o
eŭro	e w r o
eŭropano	e w r o p a n o
eŭropio	e w r o p i o
eŭropo	e w r o p o
eŭska	e w s k a
fabelo	f a b e l o
fabla	f a b l a
fabli	f a b l i
fablisto	f a b l i s t o
fablo	f a b l o
fabo	f a b o
fabriki	f a b r i k i
fabriko	f a b r i k o
faceti	f a t͡s e t i
facetus	f a t͡s e t u s
faciligi	f a t͡s i l i ɡ i
fado	f a d o
fago	f a ɡ o
fagopiro	f a ɡ o p i r o
fagoto	f a ɡ o t o
fajfilo	f a j f i l o
fajli	f a j l i
fajlilo	f a j l i l o
fajraĵo	f a j r a ʒ o
fajrego	f a j r e ɡ o
fajrejo	f a j r e j o
fajreri	f a j r e r i
fajrero	f a j r e r o
fajrigi	f a j r i ɡ i
fajrilo	f a j r i l o
fajrobrigadano	f a j r o b r i ɡ a d a n o
fajrobrigado	f a j r o b r i ɡ a d o
fajroestingistino	f a j r o e s t i n ɡ i s t i n o
fajromuro	f a j r o m u r o
fajroturo	f a j r o t u r o
fajrovulpon	f a j r o v u l p o n
fajroŝirmilo	f a j r o ʃ i r m i l o
fajroŝtono	f a j r o ʃ t o n o
fajrujo	f a j r u j o
fakcio	f a k t͡s i o
faklingvo	f a k l i n ɡ v o
fakta	f a k t a
fakturado	f a k t u r a d o
fakturo	f a k t u r o
fakulo	f a k u l o
falego	f a l e ɡ o
falfolia	f a l f o l i a
faligi	f a l i ɡ i
faliĝi	f a l i d͡ʒ i
falsa	f a l s a
falsado	f a l s a d o
falsas	f a l s a s
falsaĵo	f a l s a ʒ o
falstelo	f a l s t e l o
falĉi	f a l t͡ʃ i
falĉilo	f a l t͡ʃ i l o
fama	f a m a
familia	f a m i l i a
familiano	f a m i l i a n o
familio	f a m i l i o
famulo	f a m u l o
fanatikulo	f a n a t i k u l o
fandi	f a n d i
fandiĝi	f a n d i d͡ʒ i
fando	f a n d o
fandujo	f a n d u j o
fantazio	f a n t a z i o
fanto	f a n t o
fantomo	f a n t o m o
fantomurbo	f a n t o m u r b o
far	f a r
faranto	f a r a n t o
fare	f a r e
farebla	f a r e b l a
farenda	f a r e n d a
farendaĵo	f a r e n d a ʒ o
farenhejto	f a r e n h e j t o
fariĝi	f a r i d͡ʒ i
farmakologio	f a r m a k o l o ɡ i o
farmlaboro	f a r m l a b o r o
faro	f a r o
farotaĵo	f a r o t a ʒ o
farti	f a r t i
farĉi	f a r t͡ʃ i
fascina	f a s t͡s i n a
fasonanta	f a s o n a n t a
fasoni	f a s o n i
fatala	f a t a l a
fatalo	f a t a l o
favorato	f a v o r a t o
favori	f a v o r i
favorigi	f a v o r i ɡ i
fazano	f a z a n o
fazeolo	f a z e o l o
faŝisma	f a ʃ i s m a
faŭki	f a w k i
faŭno	f a w n o
febla	f e b l a
febro	f e b r o
februaro	f e b r u a r o
federacia	f e d e r a t͡s i a
federacio	f e d e r a t͡s i o
fejsbuko	f e j s b u k o
fekafiŝi	f e k a f i ʃ i
fekantaj	f e k a n t a j
fekantoj	f e k a n t o j
fekantojn	f e k a n t o j n
fekataj	f e k a t a j
fekatajn	f e k a t a j n
fekatoj	f e k a t o j
fekatojn	f e k a t o j n
fekintaj	f e k i n t a j
fekintajn	f e k i n t a j n
fekintoj	f e k i n t o j
fekintojn	f e k i n t o j n
fekitaj	f e k i t a j
fekitoj	f e k i t o j
fekitojn	f e k i t o j n
fekontajn	f e k o n t a j n
fekontoj	f e k o n t o j
fekotajn	f e k o t a j n
fekotoj	f e k o t o j
feldspato	f e l d s p a t o
felisa	f e l i s a
feliseda	f e l i s e d a
felisedo	f e l i s e d o
feliĉeco	f e l i t͡ʃ e t͡s o
feliĉegeco	f e l i t͡ʃ e ɡ e t͡s o
feliĉigi	f e l i t͡ʃ i ɡ i
feliĉiĝi	f e l i t͡ʃ i d͡ʒ i
feliĉo	f e l i t͡ʃ o
felo	f e l o
feltkrajono	f e l t k r a j o n o
felto	f e l t o
feltĉapelulo	f e l t t͡ʃ a p e l u l o
femala	f e m a l a
femina	f e m i n a
femineno	f e m i n e n o
feminismo	f e m i n i s m o
femuro	f e m u r o
fendaĵo	f e n d a ʒ o
fendi	a u d i o
fendo	f e n d o
fenestroj	f e n e s t r o j
fenestrojn	f e n e s t r o j n
fenikso	f e n i k s o
fenomeno	f e n o m e n o
fenoskandio	f e n o s k a n d i o
feo	f e o
fera	f e r a
ferepoko	f e r e p o k o
fererco	f e r e r t͡s o
ferio	f e r i o
fermenti	f e r m e n t i
fermentilo	f e r m e n t i l o
fermio	f e r m i o
fermiono	f e r m i o n o
fermiĝi	f e r m i d͡ʒ i
fero	f e r o
ferometeorito	f e r o m e t e o r i t o
ferooj	f e r o o j
fervojo	f e r v o j o
fervora	f e r v o r a
fervorulo	f e r v o r u l o
ferŝtono	f e r ʃ t o n o
festeno	f e s t e n o
festhalo	f e s t h a l o
festivalo	f e s t i v a l o
fetiĉo	f e t i t͡ʃ o
feto	f e t o
fetori	f e t o r i
fetoro	f e t o r o
fi	f i
fia	f i a
fianĉamikino	f i a n t͡ʃ a m i k i n o
fianĉamiko	f i a n t͡ʃ a m i k o
fianĉino	f i a n t͡ʃ i n o
fianĉiĝo	f i a n t͡ʃ i d͡ʒ o
fianĉo	f i a n t͡ʃ o
fiaski	f i a s k i
fiasko	f i a s k o
fibrino	f i b r i n o
fibulo	f i b u l o
fideleco	f i d e l e t͡s o
fidi	f i d i
fidindeco	f i d i n d e t͡s o
fido	f i d o
fiera	f i e r a
fieraĵo	f i e r a ʒ o
fiero	f i e r o
fifamo	f i f a m o
figazeto	f i ɡ a z e t o
figujo	f i ɡ u j o
fiherbo	f i h e r b o
fika	f i k a
fikcio	f i k t͡s i o
fikebla	f i k e b l a
fikeblaj	f i k e b l a j
fikeblajn	f i k e b l a j n
fiki	f i k i
fiko	f i k o
fiksi	f i k s i
filantropio	f i l a n t r o p i o
filaĵo	f i l a ʒ o
fileto	f i l e t o
filiko	f i l i k o
filina	f i l i n a
filineto	f i l i n e t o
filipinoj	f i l i p i n o j
filmeto	f i l m e t o
filmilo	f i l m i l o
filmo	f i l m o
filo	f i l o
filologio	f i l o l o ɡ i o
filozofia	f i l o z o f i a
fina	f i n a
finalo	f i n a l o
finaĉi	f i n a t͡ʃ i
finaĵvorto	f i n a ʒ v o r t o
finbatalo	f i n b a t a l o
fincelo	f i n t͡s e l o
fine	f i n e
finfine	f i n f i n e
fingrumi	f i n ɡ r u m i
fini	f i n i
finiĝi	f i n i d͡ʒ i
finiĝon	f i n i d͡ʒ o n
finno	f i n n o
fino	f i n o
finstacio	f i n s t a t͡s i o
finti	f i n t i
finvenko	f i n v e n k o
fiprogramaro	f i p r o ɡ r a m a r o
firmigi	f i r m i ɡ i
firmonomo	f i r m o n o m o
fistulo	f i s t u l o
fiulino	f i u l i n o
fivorto	f i v o r t o
fizika	f i z i k a
fizikisto	f i z i k i s t o
fiziko	f i z i k o
fiziologio	f i z i o l o ɡ i o
fizionomio	f i z i o n o m i o
fiŝa	f i ʃ a
fiŝaglo	f i ʃ a ɡ l o
fiŝaro	f i ʃ a r o
fiŝaĵo	f i ʃ a ʒ o
fiŝgluo	f i ʃ ɡ l u o
fiŝkaptisto	f i ʃ k a p t i s t o
fiŝo	f i ʃ o
fiŝreto	f i ʃ r e t o
fiŝvergo	f i ʃ v e r ɡ o
flageto	f l a ɡ e t o
flagi	f l a ɡ i
flago	f l a ɡ o
flako	f l a k o
flamema	f l a m e m a
flamiga	f l a m i ɡ a
flamigi	f l a m i ɡ i
flamiĝi	f l a m i d͡ʒ i
flamo	f l a m o
flandra	f l a n d r a
flandrio	f l a n d r i o
flandro	f l a n d r o
flanko	f l a n k o
flankĉaro	f l a n k t͡ʃ a r o
flano	f l a n o
flati	f l a t i
flava	f l a v a
flavbekulo	f l a v b e k u l o
flaŭno	f l a w n o
flegma	f l e ɡ m a
fleksia	f l e k s i a
fleksii	f l e k s i i
fleksio	f l e k s i o
flirti	f l i r t i
flora	f l o r a
florbrasiko	f l o r b r a s i k o
flori	f l o r i
floro	f l o r o
floroj	f l o r o j
florpoto	f l o r p o t o
florujo	f l o r u j o
flosaĵo	f l o s a ʒ o
flosigi	f l o s i ɡ i
floso	f l o s o
fluaĵo	f l u a ʒ o
flueco	f l u e t͡s o
fluejo	f l u e j o
flugaparato	f l u ɡ a p a r a t o
flugarmeisto	f l u ɡ a r m e i s t o
flugarmeo	f l u ɡ a r m e o
flughaveno	f l u ɡ h a v e n o
flugi	f l u ɡ i
flugilo	f l u ɡ i l o
flugkompanio	f l u ɡ k o m p a n i o
flugmaŝino	f l u ɡ m a ʃ i n o
flugmaŝinoj	f l u ɡ m a ʃ i n o j
flugmaŝinojn	f l u ɡ m a ʃ i n o j n
fluido	f l u i d o
flustro	f l u s t r o
fo	f o
foiro	f o i r o
foje	f o j e
fojfoje	f o j f o j e
fojnamaso	f o j n a m a s o
fojno	f o j n o
fojo	f o j o
foliaro	f o l i a r o
folibeto	f o l i b e t o
folio	f o l i o
foliumi	f o l i u m i
fondaĵo	f o n d a ʒ o
fondiĝi	f o n d i d͡ʒ i
fondiĝo	f o n d i d͡ʒ o
fonetika	f o n e t i k a
fono	f o n o
fonografo	f o n o ɡ r a f o
fontano	f o n t a n o
fonto	f o n t o
fora	f o r a
forbruli	f o r b r u l i
forcedi	f o r t͡s e d i
fordandi	f o r d a n d i
fordoni	f o r d o n i
foresti	f o r e s t i
foresto	f o r e s t o
forfikiĝu	f o r f i k i d͡ʒ u
forfikulo	f o r f i k u l o
forgeseco	f o r ɡ e s e t͡s o
forgesema	f o r ɡ e s e m a
forgesi	f o r ɡ e s i
forgesigi	f o r ɡ e s i ɡ i
forigi	f o r i ɡ i
foriĝi	f o r i d͡ʒ i
forkampulo	f o r k a m p u l o
forkego	f o r k e ɡ o
formala	f o r m a l a
